Price,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,Touchscreen,rating
93190,4,0,4,2,2,0,1,1,0,0,2,0,3
94990,0,0,4,2,2,2,1,1,0,0,0,0,1
84990,1,0,4,2,2,0,1,1,0,0,0,1,2
57990,6,0,4,0,1,0,1,1,0,0,0,0,2
102990,4,0,4,2,2,0,1,1,0,0,0,1,2
99990,5,0,4,2,2,0,1,1,0,0,2,0,1
94990,0,0,4,2,2,0,1,1,0,0,2,0,2
104000,4,0,4,2,2,0,1,1,0,0,0,1,1
76990,6,0,4,2,2,0,1,1,0,0,1,0,1
90190,4,0,4,2,2,0,1,1,0,0,2,0,2
88488,1,0,4,2,2,0,1,1,0,1,0,1,1
109990,6,0,4,0,2,0,1,1,0,0,2,0,2
86990,6,0,4,2,2,0,1,1,0,0,2,0,1
89990,6,0,4,2,2,2,1,1,0,0,0,0,1
78990,0,0,4,2,2,0,1,1,0,0,1,0,2
121890,5,0,4,4,2,4,1,1,0,0,0,0,4
85990,0,0,4,4,2,5,1,1,0,0,0,0,2
94990,6,0,4,2,2,0,1,1,0,0,2,0,1
92000,4,0,4,2,2,0,1,1,0,0,2,0,2
135300,5,0,4,2,2,2,1,1,0,0,0,0,3
64990,6,0,4,2,2,0,1,1,0,0,0,0,2
109190,5,0,4,0,2,0,1,1,0,0,0,1,1
99999,4,0,4,2,2,0,1,1,0,0,0,1,1
104990,6,0,4,0,2,0,1,1,0,0,1,0,2
109990,0,0,4,2,2,2,1,1,0,0,0,1,1
99990,0,0,4,4,2,4,1,1,0,0,0,0,2
94990,0,0,4,2,2,2,1,1,0,0,0,0,1
86000,1,0,4,4,2,0,1,1,0,0,0,0,1
119599,4,0,4,2,2,0,1,1,0,1,0,0,1
110999,1,0,4,2,2,0,1,1,0,1,0,0,1
81990,0,0,4,4,1,5,1,1,0,0,0,0,2
66990,6,0,4,5,1,0,1,1,0,0,2,0,2
84990,6,0,4,0,2,0,4,1,0,0,3,0,2
104990,0,0,4,2,2,2,4,1,0,0,1,1,1
134990,0,0,4,2,2,2,4,1,0,0,0,1,1
98990,0,0,4,2,2,0,4,1,0,0,2,0,2
144690,4,0,4,0,2,0,4,1,0,0,3,0,2
99990,0,0,4,2,2,2,4,1,0,0,0,0,1
119990,6,0,4,2,2,0,4,1,0,0,3,0,2
124990,0,0,4,0,2,5,4,1,0,0,1,0,2
122410,5,0,4,2,2,0,4,1,0,0,1,0,1
122990,1,0,4,2,2,2,4,1,0,0,0,0,1
121990,4,0,4,2,2,0,4,1,0,0,2,0,1
116990,4,0,4,2,2,0,4,1,0,0,2,0,1
151098,1,0,4,2,2,0,4,1,0,0,3,0,2
129990,6,0,4,2,2,0,4,1,0,0,4,0,2
149999,4,0,4,2,2,2,4,1,0,0,0,1,1
139990,6,0,4,7,2,0,4,1,0,0,3,0,2
129990,2,0,4,2,2,0,4,1,0,0,3,0,2
93955,5,0,4,2,2,0,4,1,0,0,1,0,2
128500,4,0,4,2,2,2,4,1,0,0,0,1,1
102990,1,0,4,2,2,0,4,1,0,0,0,1,2
119990,0,0,4,2,2,2,4,1,0,0,0,1,2
120980,0,0,4,2,2,0,4,1,0,1,3,0,1
131500,0,0,4,2,2,0,4,1,0,0,3,0,1
119990,1,0,4,0,2,2,4,1,0,0,0,0,0
62990,3,0,4,0,2,0,4,1,0,0,0,0,1
85990,1,0,4,2,2,1,4,1,0,0,0,0,1
94990,4,0,4,2,2,0,4,1,0,0,1,0,1
136990,4,0,4,2,2,0,4,1,0,0,3,0,1
93990,0,0,4,0,2,0,0,0,0,0,1,0,1
116941,4,0,4,4,2,0,3,0,0,0,2,0,1
63990,6,0,4,0,1,0,2,0,0,0,2,0,2
66990,0,0,4,0,2,0,2,0,0,0,2,0,2
82500,0,0,4,2,2,0,2,0,0,1,0,0,1
119990,2,0,4,0,2,0,2,0,0,0,3,0,2
98912,0,0,4,4,2,0,2,0,0,0,0,0,1
92990,2,0,4,2,2,0,1,0,0,0,2,0,2
119990,2,0,4,2,2,0,1,0,0,1,3,0,2
139990,2,0,5,2,2,0,4,1,0,0,3,0,1
139990,0,0,5,2,2,0,4,1,0,0,3,0,1
86990,6,0,1,0,1,1,0,2,1,1,2,0,2
109990,6,0,1,0,1,1,0,2,1,1,3,0,2
109590,6,0,1,0,1,1,0,2,1,1,2,0,2
146490,0,0,4,0,2,2,0,2,1,1,3,0,1
85990,7,2,6,0,1,0,2,1,2,0,0,0,2
112990,7,2,6,0,1,0,2,1,2,0,0,0,2
104990,7,2,6,0,2,0,2,1,2,0,0,0,2
132990,7,2,6,0,2,0,2,1,2,0,0,0,2
149990,7,2,6,0,2,0,1,1,2,0,0,0,2
125990,7,2,6,0,1,0,1,1,2,0,0,0,2
103990,7,2,6,0,1,0,1,1,2,0,0,0,2
101990,7,2,6,0,1,0,1,1,2,0,0,0,2
104990,7,2,6,0,1,0,1,1,2,0,0,0,2
131990,7,2,6,0,1,0,1,1,2,0,0,0,2
128990,7,2,6,0,2,0,1,1,2,0,0,0,2
124990,7,2,6,0,0,0,1,1,2,0,0,0,2
149990,7,2,6,0,1,0,4,1,2,0,0,0,2
45990,0,0,7,1,0,2,0,2,0,0,0,0,1
58100,0,0,7,1,0,0,3,1,0,1,0,1,1
62990,0,0,7,1,1,2,2,1,0,0,0,1,1
32990,4,0,7,1,1,0,2,1,0,0,0,0,2
33990,0,0,7,1,0,0,2,1,0,0,0,0,2
30990,2,0,7,1,0,0,2,1,0,0,0,0,2
36000,5,0,7,1,0,0,2,1,0,0,0,0,2
32990,0,0,7,1,0,0,2,1,0,0,0,0,2
35990,5,0,7,1,0,0,2,1,0,0,0,0,1
27990,0,0,7,1,0,1,0,0,0,0,0,0,1
25990,0,0,7,1,0,0,0,0,0,0,0,0,1
25990,0,0,7,1,0,0,0,0,0,0,0,0,1
30780,0,0,7,1,0,0,0,0,0,0,0,0,1
37990,4,1,8,1,1,0,2,1,0,0,0,0,2
35990,0,1,8,1,1,0,2,1,0,0,0,0,2
39490,5,1,8,1,1,0,2,1,0,0,0,0,2
36990,5,1,8,1,1,0,2,1,0,0,0,0,2
39990,5,1,8,1,1,0,2,1,0,0,0,0,2
33690,0,1,8,1,0,0,2,1,0,0,0,0,2
40590,5,1,8,1,1,0,2,1,0,0,0,0,1
37990,0,1,8,1,0,0,2,1,0,0,0,0,2
34500,0,1,8,1,0,0,2,1,0,0,0,0,2
36990,2,1,8,1,1,0,1,1,0,0,0,0,2
43490,4,1,8,1,1,0,1,1,0,0,0,0,2
41490,4,1,8,1,1,0,1,1,0,0,0,0,2
34990,2,1,8,1,0,0,1,1,0,0,0,0,1
44490,4,1,8,1,0,0,1,1,0,0,0,0,2
40590,5,1,8,1,0,0,1,1,0,0,0,0,1
42090,5,1,8,1,1,0,1,1,0,0,0,0,1
35990,5,1,8,1,1,0,0,0,0,0,0,0,2
39490,4,1,8,1,1,0,0,0,0,0,0,0,2
37390,5,1,8,1,1,0,0,0,0,0,0,0,2
52632,5,1,8,1,0,0,0,0,0,0,0,0,1
39990,5,1,8,1,0,0,0,0,0,0,0,0,2
43990,5,1,8,1,0,0,0,0,0,0,0,0,1
32917,4,1,8,1,0,0,0,0,0,0,0,0,2
34990,1,1,8,1,0,0,0,0,0,0,0,0,1
39990,5,1,8,1,1,0,0,0,0,0,0,0,1
41999,4,1,8,1,1,0,2,0,0,0,0,0,2
41990,5,1,3,1,1,0,2,1,0,0,0,0,2
44490,5,1,3,1,1,0,2,1,0,0,0,0,2
41990,5,1,3,1,1,0,2,1,0,0,0,0,2
44490,5,1,3,1,1,0,2,1,0,0,0,0,2
49990,6,1,3,1,0,0,2,1,0,0,0,0,1
44390,5,1,3,1,0,0,2,1,0,0,0,0,2
57990,4,1,3,1,1,0,1,1,0,0,2,0,2
56990,1,1,3,1,1,0,1,1,0,0,2,0,2
48990,1,1,3,1,1,0,1,1,0,0,0,0,2
49970,4,1,3,1,1,0,1,1,0,0,0,0,2
47990,6,1,3,1,1,0,1,1,0,0,0,0,2
48990,4,1,3,1,1,0,1,1,0,0,0,0,2
53990,2,1,3,1,1,2,1,1,0,0,0,0,2
52990,1,1,3,1,1,0,1,1,0,0,0,0,2
43990,2,1,3,1,1,0,1,1,0,0,0,0,1
59490,1,1,3,1,1,0,1,1,0,0,2,0,2
64990,6,1,3,1,1,0,1,1,0,0,2,0,2
47490,5,1,3,1,1,0,1,1,0,0,0,0,0
59990,4,1,3,1,1,0,1,1,0,0,2,0,2
69990,1,1,3,1,1,0,1,1,0,0,2,0,2
58990,4,1,3,1,1,0,1,1,0,0,2,0,2
59490,5,1,3,1,1,0,1,1,0,0,0,0,2
67500,4,1,3,1,2,0,1,1,0,0,0,0,2
48990,4,1,3,1,1,0,1,1,0,1,0,0,2
62450,0,1,3,1,1,0,1,1,0,0,0,1,2
58990,0,1,3,1,1,0,1,1,0,0,0,0,2
57999,4,1,3,1,1,0,1,1,0,0,0,0,2
56990,0,1,3,1,2,0,1,1,0,0,0,0,2
72990,4,1,3,1,1,0,1,1,0,0,2,0,2
65990,4,1,3,1,2,0,1,1,0,0,0,0,2
98020,4,1,3,1,2,0,1,1,0,0,0,1,1
63990,4,1,3,1,2,0,1,1,0,0,1,0,2
49890,0,1,3,1,1,0,1,1,0,1,0,0,2
49990,5,1,3,1,1,0,1,1,0,0,0,0,2
59490,5,1,3,1,1,0,1,1,0,0,0,0,1
73999,4,1,3,1,1,0,1,1,0,0,0,1,2
60990,5,1,3,1,0,0,1,1,0,0,0,0,2
76190,5,1,3,1,0,0,1,1,0,0,3,0,2
74798,1,1,3,1,0,2,1,1,0,0,0,1,1
58990,0,1,3,1,0,0,1,1,0,0,0,0,2
68100,4,1,3,1,0,0,1,1,0,1,2,0,1
77990,1,1,3,1,0,0,1,1,0,0,0,1,1
55090,4,1,3,1,0,0,1,1,0,0,0,0,2
91990,0,1,3,1,0,2,1,1,0,0,0,1,1
84208,4,1,3,1,0,0,1,1,0,0,0,0,1
44990,2,1,3,1,0,0,1,1,0,0,0,0,2
53490,4,1,3,1,0,0,1,1,0,0,0,0,2
76498,1,1,3,1,0,0,1,1,0,0,2,0,1
98920,5,1,3,1,0,0,1,1,0,0,2,0,1
54990,6,1,3,1,0,0,1,1,0,0,0,0,2
49990,2,1,3,1,0,0,1,1,0,0,0,0,2
52380,4,1,3,1,0,0,1,1,0,1,0,0,1
49990,2,1,3,1,0,0,1,1,0,0,0,0,2
52500,4,1,3,1,0,0,1,1,0,0,0,0,2
49990,0,1,3,1,0,0,1,1,0,0,0,0,2
75999,2,1,3,1,0,0,1,1,0,0,0,0,1
80990,0,1,3,1,0,0,1,1,0,0,0,0,1
59900,1,1,3,1,0,0,1,1,0,1,0,0,1
54590,4,1,3,1,0,0,1,1,0,0,0,0,2
75500,5,1,3,1,0,0,1,1,0,0,0,1,1
51890,4,1,3,1,1,0,1,1,0,0,0,0,2
78000,0,1,3,1,2,0,1,1,0,0,0,0,0
59999,4,1,3,1,2,0,1,1,0,0,0,0,2
64990,4,1,3,1,1,0,1,1,0,0,2,0,1
57900,5,1,3,1,0,0,4,1,0,1,0,0,2
81978,1,1,3,1,0,2,4,1,0,0,0,1,1
59990,4,1,3,1,0,0,0,0,0,0,2,0,2
49490,5,1,3,1,1,0,2,0,0,0,0,0,2
54990,0,1,3,1,1,0,2,0,0,0,0,0,2
68500,1,1,3,1,1,0,2,0,0,0,2,0,2
54990,0,1,3,1,1,0,2,0,0,0,0,0,2
54990,0,1,3,1,1,0,2,0,0,1,0,0,2
63990,1,1,3,1,1,0,2,0,0,0,0,0,2
80000,4,1,3,1,0,0,2,0,0,0,2,0,2
51990,5,1,3,1,0,0,2,0,0,1,0,0,1
62990,0,1,3,1,0,0,2,0,0,0,0,0,2
52990,4,1,3,1,0,0,2,0,0,0,0,0,2
75100,0,1,3,1,0,0,2,0,0,0,0,0,1
76990,0,1,9,1,2,0,1,1,0,1,2,0,2
79990,0,1,9,1,2,0,1,1,0,0,2,0,1
71990,0,1,9,1,1,0,1,1,0,0,2,0,2
71990,0,1,9,1,1,0,1,1,0,0,2,0,2
99990,1,1,9,1,2,0,1,1,0,0,2,0,2
79990,0,1,9,1,2,0,1,1,0,0,0,0,1
93990,5,1,9,1,2,0,1,1,0,0,2,0,1
82990,0,1,9,1,2,0,1,1,0,0,2,0,2
106990,0,1,9,1,0,3,1,1,0,0,2,0,1
92990,0,1,9,1,0,0,1,1,0,0,0,0,2
81490,1,0,9,1,0,0,1,1,0,1,2,0,1
56990,0,1,9,1,0,0,1,1,0,0,0,0,1
64990,6,1,9,1,0,0,1,1,0,0,0,0,1
60990,1,1,9,1,0,0,1,1,0,0,0,0,2
84988,1,1,9,1,0,0,1,1,0,0,2,0,1
90990,4,1,9,1,0,0,1,1,0,0,2,0,2
63990,0,1,9,1,0,0,1,1,0,0,0,0,2
63990,1,1,9,1,0,0,1,1,0,0,0,0,2
57999,4,1,9,1,0,0,1,1,0,0,0,0,2
72400,0,1,9,1,0,0,1,1,0,1,2,0,1
78990,1,1,9,1,0,0,1,1,0,0,0,1,2
59990,2,1,9,1,0,0,1,1,0,0,0,0,1
111990,0,1,9,1,0,3,1,1,0,1,2,0,1
109000,4,1,9,1,0,0,1,1,0,1,0,1,1
89990,5,1,9,1,0,0,1,1,0,0,3,0,2
78988,1,1,9,1,0,0,1,1,0,0,0,1,1
73138,1,1,9,1,0,0,1,1,0,0,2,0,1
106990,1,1,9,1,0,0,1,1,0,0,2,0,1
79990,0,1,9,1,0,0,1,1,0,1,2,0,1
89570,5,1,9,1,0,0,1,1,0,0,0,1,1
68500,4,1,9,1,0,0,1,1,0,0,0,0,2
73400,1,1,9,1,2,0,1,1,0,0,0,0,1
79990,4,1,9,1,2,0,1,1,0,0,1,0,1
84990,4,1,9,1,2,0,1,1,0,0,2,0,0
99990,6,1,9,1,2,0,4,1,0,0,4,0,2
72990,0,1,9,1,1,2,4,1,0,0,2,0,2
92990,4,1,9,1,2,0,4,1,0,0,0,1,1
84190,4,1,9,1,2,0,4,1,0,0,0,0,1
112990,0,1,9,1,2,2,4,1,0,0,0,1,1
114990,0,1,9,1,0,3,4,1,0,1,2,0,1
99990,2,1,9,1,0,0,4,1,0,0,2,0,1
95990,0,1,9,1,0,0,4,1,0,1,2,0,2
76990,0,1,9,1,0,0,4,1,0,0,0,0,1
130990,1,1,9,1,0,0,4,1,0,0,3,0,1
99990,0,1,9,1,0,0,4,1,0,0,0,0,1
112990,0,1,9,1,0,3,4,1,0,0,2,0,1
77988,1,1,9,1,0,0,4,1,0,0,0,0,1
76000,0,1,9,1,0,0,4,1,0,0,0,0,3
99990,0,1,9,1,0,2,4,1,0,0,2,1,2
111000,0,1,9,1,0,0,4,1,0,0,0,0,1
84970,0,1,9,1,2,2,4,1,0,0,0,0,1
75990,4,1,9,1,2,0,2,0,0,0,2,0,2
89990,2,1,9,1,2,0,2,0,0,0,3,0,2
81990,2,1,9,1,2,0,2,0,0,0,2,0,2
80490,1,1,9,1,0,0,1,0,0,1,0,0,1
135990,0,1,10,1,2,0,4,1,0,0,3,0,1
114990,0,1,10,1,2,0,4,1,0,0,2,0,2
129990,0,1,10,1,2,0,4,1,0,0,3,0,2
114990,0,1,10,1,2,2,4,1,0,0,2,1,2
146990,6,1,10,1,0,0,4,1,0,0,0,0,1
104990,0,1,10,1,0,0,4,1,0,0,0,0,2
114990,0,1,10,1,0,2,4,1,0,0,2,1,2
124990,0,1,10,1,0,2,4,1,0,0,2,1,3
134990,0,1,10,1,0,2,4,1,0,0,0,1,1
141990,4,1,10,1,0,0,4,1,0,0,4,0,1
129990,0,1,10,1,0,0,4,1,0,0,0,0,1
142990,0,1,10,1,0,2,4,1,0,0,2,1,2
121990,0,1,10,1,0,0,4,1,0,0,0,0,1
124990,0,1,10,1,0,2,4,1,0,0,2,1,2
141990,0,1,10,1,0,0,4,1,0,0,3,0,2
130500,0,1,10,1,0,0,4,1,0,0,0,0,1
116990,0,1,10,1,0,0,4,1,0,0,2,0,1
138990,0,1,10,1,0,0,4,1,0,1,3,0,1
135990,0,1,10,1,0,0,4,1,0,0,0,0,1
144990,0,1,10,1,0,0,4,1,0,0,0,0,1
149990,0,1,10,1,0,0,4,1,0,0,2,0,1
142990,0,1,10,1,0,0,4,1,0,0,2,0,1
57490,1,1,3,0,1,0,1,1,1,0,0,0,2
